ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
0,180.500000,1.325348,0.205114,4.172141,10,8,1.246939,0.201451,13.078908
1,124.099998,0.911222,0.141023,2.875766,10,8,0.857314,0.138504,8.765870
2,10.300000,0.075629,0.011705,0.242172,10,8,0.071155,0.011496,0.733868
3,7.000000,0.051399,0.007955,0.164583,10,8,0.048358,0.007812,0.498745
4,3.400000,0.024965,0.003864,0.079940,10,8,0.023488,0.003795,0.242248
5,1.900000,0.013951,0.002159,0.044672,10,8,0.013126,0.002121,0.135374
6,4.100000,0.030105,0.004659,0.096398,10,8,0.028324,0.004576,0.292122
7,2.900000,0.021294,0.003295,0.068184,10,8,0.020034,0.003237,0.206623
8,3.700000,0.027168,0.004205,0.086994,10,8,0.025561,0.004129,0.263623
9,191.800003,1.408320,0.217955,4.433333,10,8,1.325002,0.214063,13.897699
10,158.300003,1.162341,0.179886,3.659003,10,8,1.093576,0.176674,11.470311
11,2.200000,0.016154,0.002500,0.050852,10,8,0.015198,0.002455,0.159411
12,165.899994,1.218145,0.188523,3.834671,10,8,1.146079,0.185156,12.021002
13,192.600006,1.414194,0.218864,4.451825,10,8,1.330529,0.214955,13.955666
14,856.099976,6.286039,0.972841,19.931819,10,8,5.914153,0.955469,60.813400
15,71.400002,0.524265,0.081136,1.675532,10,8,0.493249,0.079688,5.222541
16,65.300003,0.479475,0.074205,1.532384,10,8,0.451109,0.072879,4.776358
17,56.099998,0.411922,0.063750,1.316489,10,8,0.387553,0.062612,4.103425
18,107.400002,0.788600,0.122045,2.488777,10,8,0.741946,0.119866,7.586257
19,115.500000,0.848076,0.131250,2.676478,10,8,0.797903,0.128906,8.158405
20,123.300003,0.905348,0.140114,2.857227,10,8,0.851787,0.137612,8.709362
21,9.400000,0.069021,0.010682,0.221011,10,8,0.064938,0.010491,0.669744
22,92.199997,0.676992,0.104773,2.136548,10,8,0.636941,0.102902,6.512597
23,124.000000,0.910488,0.140909,2.873448,10,8,0.856623,0.138393,8.758807
24,203.500000,1.494229,0.231250,4.703771,10,8,1.405829,0.227121,14.745473
25,110.900002,0.814299,0.126023,2.569882,10,8,0.766125,0.123772,7.833481
26,124.599998,0.914894,0.141591,2.887352,10,8,0.860768,0.139062,8.801188
27,187.199997,1.374543,0.212727,4.327007,10,8,1.293224,0.208929,13.564385
28,75.099998,0.551433,0.085341,1.762359,10,8,0.518810,0.083817,5.493177
29,153.399994,1.126362,0.174318,3.545742,10,8,1.059726,0.171205,11.115260
30,2.200000,0.016154,0.002500,0.050852,10,8,0.015198,0.002455,0.159411
31,157.899994,1.159404,0.179432,3.649757,10,8,1.090813,0.176228,11.441327
32,113.500000,0.833390,0.128977,2.630132,10,8,0.784086,0.126674,8.017134
33,74.199997,0.544824,0.084318,1.741239,10,8,0.512592,0.082812,5.427346
34,72.199997,0.530139,0.082045,1.694305,10,8,0.498776,0.080580,5.281056
35,6.600000,0.048461,0.007500,0.155178,10,8,0.045594,0.007366,0.470246
36,15.900000,0.116748,0.018068,0.373838,10,8,0.109841,0.017746,1.132864
37,16.100000,0.118217,0.018295,0.378540,10,8,0.111223,0.017969,1.147114
38,10.300000,0.075629,0.011705,0.242172,10,8,0.071155,0.011496,0.733868
39,10.600000,0.077832,0.012045,0.249225,10,8,0.073227,0.011830,0.755243
40,13.600000,0.099860,0.015455,0.319761,10,8,0.093952,0.015179,0.968991
41,517.799988,3.802022,0.588409,12.055480,10,8,3.577092,0.577902,36.782127
42,447.700012,3.287303,0.508750,10.423404,10,8,3.092824,0.499665,31.802547
43,112.500000,0.826048,0.127841,2.606959,10,8,0.777178,0.125558,7.946498
44,532.099976,3.907022,0.604659,12.388414,10,8,3.675880,0.593862,37.797932
45,56.700001,0.416328,0.064432,1.330569,10,8,0.391698,0.063281,4.147312
46,57.000000,0.418531,0.064773,1.337609,10,8,0.393770,0.063616,4.169255
47,57.599998,0.422936,0.065455,1.351689,10,8,0.397915,0.064286,4.213142
48,117.699997,0.864229,0.133750,2.727459,10,8,0.813101,0.131362,8.313803
49,136.800003,1.004474,0.155455,3.170062,10,8,0.945049,0.152679,9.662942
50,149.000000,1.094054,0.169318,3.452773,10,8,1.029329,0.166295,10.524695
