ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
0,725.164795,5.658362,1.252444,19.367820,5,3,5.260569,1.196642,34.143758
1,11.411539,0.089043,0.019709,0.304745,5,3,0.082783,0.018831,0.555621
2,609.759766,4.914587,1.209841,16.285564,5,3,4.622653,1.195607,28.710012
3,725.498230,5.660963,1.253019,19.376726,5,3,5.262988,1.197192,34.159457
4,532.568359,4.155558,0.919807,14.223923,5,3,3.863415,0.878826,25.075521
5,86.672462,0.676293,0.149693,2.291999,5,3,0.628749,0.143024,4.185062
6,710.975403,5.547644,1.227937,18.988848,5,3,5.157635,1.173227,33.475663
8,634.303101,4.949380,1.095515,16.941071,5,3,4.601430,1.046705,29.865614
9,145.225861,1.133178,0.250822,3.840406,5,3,1.053513,0.239647,7.012368
10,674.995728,5.440381,1.339277,18.027897,5,3,5.117214,1.323521,31.781591
11,385.642242,3.009114,0.666049,10.299796,5,3,2.797568,0.636373,18.157632
12,175.939453,1.372831,0.303868,4.676882,5,3,1.276319,0.290329,8.742541
13,67.660675,0.527947,0.116858,1.809890,5,3,0.490831,0.111651,3.371256
14,679.355957,5.300922,1.173326,18.144350,5,3,4.928258,1.121049,31.986888
16,69.204796,0.539996,0.119525,1.851195,5,3,0.502033,0.114199,3.448193
17,643.100220,5.548682,1.275992,17.176026,5,3,5.481629,1.260981,30.279818
18,609.830811,4.758426,1.053248,16.287461,5,3,4.423901,1.006321,28.713357
19,597.602295,4.663009,1.032128,15.960860,5,3,4.335191,0.986142,28.137588
20,491.495453,3.835072,0.848870,13.126941,5,3,3.565460,0.811049,23.141639
21,650.152222,5.073049,1.122888,17.364372,5,3,4.716405,1.072858,30.611856
22,690.469971,5.387643,1.192522,18.441185,5,3,5.008882,1.139389,32.510182
23,614.826660,4.797408,1.061877,16.420891,5,3,4.460142,1.014565,28.948582
25,501.309601,4.040492,0.994662,13.389059,5,3,3.800481,0.982960,23.603730
26,582.440308,4.544702,1.005942,15.555911,5,3,4.225202,0.961123,27.423699
27,104.511337,0.815488,0.180503,2.763736,5,3,0.758157,0.172461,5.046428
28,283.751495,2.214074,0.490072,7.542778,5,3,2.058421,0.468237,14.099788
29,54.831741,0.427845,0.094701,1.466722,5,3,0.397766,0.090481,2.732042
30,405.939453,3.167490,0.701104,10.841898,5,3,2.944810,0.669867,19.113309
31,219.356293,1.711607,0.378854,5.831003,5,3,1.591278,0.361974,10.899950
32,734.342712,5.729976,1.268295,19.612946,5,3,5.327149,1.211787,34.575892
33,725.169556,5.658399,1.252452,19.367948,5,3,5.260604,1.196649,34.143982
34,646.132874,5.041686,1.115946,17.257023,5,3,4.687247,1.066226,30.422608
35,337.266113,2.631641,0.582498,9.007759,5,3,2.446632,0.556545,15.879884
36,44.399189,0.346441,0.076683,1.187657,5,3,0.322085,0.073266,2.212231
37,447.539062,3.492086,0.772952,11.952947,5,3,3.246586,0.738513,21.071990
38,432.870514,3.377629,0.747617,11.561177,5,3,3.140176,0.714308,20.381334
39,785.977173,6.132872,1.357474,20.992007,5,3,5.701721,1.296992,37.007056
40,660.534058,5.154057,1.140819,17.641652,5,3,4.791718,1.089990,31.100676
41,390.499878,3.047017,0.674438,10.429535,5,3,2.832807,0.644389,18.386349
42,770.823669,6.014632,1.331302,20.587285,5,3,5.591793,1.271986,36.293567
43,623.530823,4.865326,1.076910,16.653364,5,3,4.523285,1.028929,29.358410
44,41.233646,0.321740,0.071215,1.102980,5,3,0.299122,0.068042,2.054505
45,629.116577,4.908911,1.086557,16.802549,5,3,4.563806,1.038146,29.621411
46,74.365311,0.580262,0.128437,1.989236,5,3,0.539469,0.122715,3.705320
47,428.754822,3.345515,0.740509,11.451254,5,3,3.110320,0.707516,20.187550
48,306.142365,2.388787,0.528743,8.176501,5,3,2.220851,0.505185,14.414449
49,695.887817,5.429917,1.201879,18.585886,5,3,5.048185,1.148330,32.765277
50,177.183868,1.382541,0.306017,4.709961,5,3,1.285346,0.292383,8.804376
51,275.597992,2.150453,0.475990,7.326038,5,3,1.999273,0.454782,13.694635
53,500.637665,4.319512,0.993329,13.371113,5,3,4.267313,0.981642,23.572092
54,225.077118,1.756246,0.388734,5.983076,5,3,1.632779,0.371414,11.184222
55,157.564041,1.229451,0.272131,4.188420,5,3,1.143018,0.260007,7.829455
56,754.612244,5.888136,1.303303,20.154308,5,3,5.474190,1.245235,35.530266
57,713.568176,5.567875,1.232415,19.058096,5,3,5.176444,1.177505,33.597741
58,621.270691,4.847690,1.073006,16.593000,5,3,4.506889,1.025199,29.251994
59,115.675117,0.932327,0.229514,3.058956,5,3,0.876945,0.226814,5.585482
60,50.812351,0.396482,0.087759,1.359206,5,3,0.368608,0.083849,2.531772
61,199.777695,1.558838,0.345039,5.310558,5,3,1.449249,0.329666,9.927078
62,559.669922,4.367028,0.966615,14.947756,5,3,4.060018,0.923548,26.351575
63,639.852844,4.992684,1.105100,17.089295,5,3,4.641690,1.055863,30.126918
64,107.671104,0.840143,0.185960,2.847294,5,3,0.781079,0.177675,5.199001
65,204.431885,1.595154,0.353078,5.434277,5,3,1.483012,0.337346,10.158347
66,682.380249,5.499899,1.353929,18.225124,5,3,5.173197,1.338000,32.129285
67,429.624969,3.352305,0.742012,11.474494,5,3,3.116632,0.708952,20.228521
68,504.077850,3.933250,0.870601,13.462994,5,3,3.656736,0.831812,23.734070
70,726.870972,6.271458,1.442204,19.413389,5,3,6.195671,1.425237,34.224092
71,572.138672,4.464320,0.988150,15.280774,5,3,4.150470,0.944123,26.938655
72,28.637928,0.223458,0.049461,0.764776,5,3,0.207748,0.047257,1.394363
73,602.012695,4.697423,1.039746,16.078654,5,3,4.367186,0.993420,28.345248
75,548.891541,4.282926,0.947999,14.659885,5,3,3.981829,0.905762,25.844084
76,297.602997,2.322155,0.513995,7.910983,5,3,2.158904,0.491094,14.788077
77,655.711365,5.116426,1.132489,17.512847,5,3,4.756732,1.082032,30.873603
78,301.692749,2.354067,0.521058,8.057659,5,3,2.188572,0.497843,14.204942
79,641.440186,5.005070,1.107841,17.131690,5,3,4.653205,1.058482,30.201657
81,353.747406,2.760243,0.610963,9.447944,5,3,2.566193,0.583742,16.655891
82,700.879761,5.468869,1.210500,18.719212,5,3,5.084398,1.156567,33.000318
83,335.164551,2.615243,0.578868,8.951630,5,3,2.431387,0.553077,15.780933
84,527.764709,4.118076,0.911511,14.095627,5,3,3.828568,0.870899,24.849345
85,428.852448,3.346277,0.740678,11.453862,5,3,3.111028,0.707677,20.192147
87,296.988220,2.317358,0.512933,7.894641,5,3,2.154444,0.490080,14.757529
88,718.308289,6.197579,1.425215,19.184696,5,3,6.122685,1.408448,33.820925
89,650.051636,5.072264,1.122714,17.361686,5,3,4.715675,1.072692,30.607120
90,720.335876,5.620682,1.244103,19.238849,5,3,5.225539,1.188673,33.916393
91,39.646057,0.342067,0.078663,1.060513,5,3,0.337933,0.077737,1.975401
92,548.984375,4.424745,1.089255,14.662365,5,3,4.161909,1.076440,25.848455
93,562.680969,4.390523,0.971815,15.028176,5,3,4.081861,0.928516,26.493347
94,352.144684,2.747737,0.608195,9.405138,5,3,2.554566,0.581097,16.580428
96,332.590057,2.595155,0.574422,8.882870,5,3,2.412711,0.548828,15.659716
97,29.963949,0.233805,0.051751,0.800188,5,3,0.217368,0.049445,1.458926
98,836.525513,6.527294,1.444776,22.342061,5,3,6.068414,1.380405,39.387081
99,779.557983,6.082784,1.346387,20.820563,5,3,5.655154,1.286399,36.704814
100,779.028748,6.078655,1.345473,20.806428,5,3,5.651315,1.285526,36.679896
101,62.024612,0.483970,0.107124,1.659128,5,3,0.449946,0.102351,3.090434
102,433.423889,3.739590,0.859968,11.575956,5,3,3.694400,0.849851,20.407389
103,379.487579,2.961090,0.655419,10.135417,5,3,2.752920,0.626217,17.867845
104,53.367588,0.416420,0.092172,1.427557,5,3,0.387145,0.088065,2.659089
105,773.489624,6.035434,1.335906,20.658488,5,3,5.611132,1.276386,36.419091
106,195.501862,1.525474,0.337654,5.196896,5,3,1.418231,0.322610,9.714609
107,196.947861,1.587375,0.390770,5.235334,5,3,1.493083,0.386172,9.786461
108,537.714111,4.195710,0.928694,14.361357,5,3,3.900744,0.887317,25.317804
109,563.458130,4.396587,0.973157,15.048932,5,3,4.087499,0.929799,26.529939
110,118.256241,0.922737,0.204242,3.127212,5,3,0.857867,0.195142,5.710114
112,723.502808,5.645393,1.249573,19.323432,5,3,5.248513,1.193899,34.065505
113,102.304771,0.824564,0.202986,2.705385,5,3,0.775583,0.200598,4.939882
114,808.355652,6.307489,1.396124,21.589695,5,3,5.864061,1.333920,38.060728
115,526.808838,4.110617,0.909860,14.070097,5,3,3.821634,0.869322,24.804339
116,250.234634,1.952547,0.432184,6.651821,5,3,1.815279,0.412928,12.434314
117,653.106567,5.096101,1.127991,17.443277,5,3,4.737836,1.077734,30.750959
118,725.098633,5.657845,1.252329,19.366053,5,3,5.260089,1.196532,34.140643
119,103.955925,0.811154,0.179544,2.749049,5,3,0.754128,0.171544,5.019610
120,59.533604,0.464533,0.102821,1.592495,5,3,0.431875,0.098240,2.966317
121,502.151947,4.047282,0.996333,13.411557,5,3,3.806867,0.984612,23.643391
122,830.864746,6.483124,1.435000,22.190872,5,3,6.027349,1.371064,39.120549
123,712.097534,5.556400,1.229875,19.018818,5,3,5.165775,1.175078,33.528497
125,742.736328,5.795470,1.282792,19.837124,5,3,5.388038,1.225638,34.971098
126,707.476868,5.520345,1.221894,18.895408,5,3,5.132255,1.167454,33.310937
127,40.813728,0.318464,0.070490,1.091747,5,3,0.296075,0.067349,2.033582
128,569.678833,4.445126,0.983901,15.215076,5,3,4.132626,0.940064,26.822836
129,437.194275,3.411367,0.755085,11.676656,5,3,3.171542,0.721443,20.584915
130,724.554810,5.653602,1.251390,19.351529,5,3,5.256144,1.195635,34.115037
131,605.232422,4.722546,1.045306,16.164647,5,3,4.390543,0.998733,28.496846
132,699.836182,5.460726,1.208698,18.691340,5,3,5.076828,1.154845,32.951182
133,693.556396,5.411726,1.197852,18.523618,5,3,5.031272,1.144483,32.655504
134,202.931808,1.583449,0.350487,5.394401,5,3,1.472130,0.334871,10.083807
135,205.802261,1.605847,0.355444,5.470705,5,3,1.492953,0.339608,10.226442
136,512.932556,4.002343,0.885894,13.699487,5,3,3.720971,0.846423,24.150986
137,793.807373,6.193970,1.370997,21.201138,5,3,5.758524,1.309913,37.375734
138,192.187271,1.499611,0.331930,5.108787,5,3,1.394186,0.317141,9.549905
139,756.063477,5.899460,1.305809,20.193067,5,3,5.484718,1.247629,35.598596
140,727.317932,5.675162,1.256162,19.425327,5,3,5.276189,1.200195,34.245137
141,81.257729,0.634043,0.140342,2.148809,5,3,0.589469,0.134089,3.923606
